"icd_class","year","age","sex","race","cause","death_count","population_count"
"icd_09","1980","25-34","female","black","intentional_self_harm",94,2.26715e+006
"icd_09","1980","25-34","female","other","intentional_self_harm",43,536691
"icd_09","1980","25-34","female","white","intentional_self_harm",1185,1.58961e+007
"icd_09","1980","25-34","male","black","intentional_self_harm",429,1.96713e+006
"icd_09","1980","25-34","male","other","intentional_self_harm",87,475052
"icd_09","1980","25-34","male","white","intentional_self_harm",4082,1.59397e+007
"icd_09","1980","35-44","female","black","intentional_self_harm",68,1.48781e+006
"icd_09","1980","35-44","female","other","intentional_self_harm",16,345585
"icd_09","1980","35-44","female","white","intentional_self_harm",1027,1.12316e+007
"icd_09","1980","35-44","male","black","intentional_self_harm",193,1.23526e+006
"icd_09","1980","35-44","male","other","intentional_self_harm",40,324532
"icd_09","1980","35-44","male","white","intentional_self_harm",2591,1.10099e+007
"icd_09","1980","45-54","female","black","intentional_self_harm",35,1.25754e+006
"icd_09","1980","45-54","female","other","intentional_self_harm",22,248249
"icd_09","1980","45-54","female","white","intentional_self_harm",1046,1.02851e+007
"icd_09","1980","45-54","male","black","intentional_self_harm",123,1.02411e+006
"icd_09","1980","45-54","male","other","intentional_self_harm",27,210804
"icd_09","1980","45-54","male","white","intentional_self_harm",2370,9.77401e+006
"icd_09","1980","55-64","female","black","intentional_self_harm",24,1.05933e+006
"icd_09","1980","55-64","female","other","intentional_self_harm",9,166618
"icd_09","1980","55-64","female","white","intentional_self_harm",938,1.03252e+007
"icd_09","1980","55-64","male","black","intentional_self_harm",100,853941
"icd_09","1980","55-64","male","other","intentional_self_harm",21,147104
"icd_09","1980","55-64","male","white","intentional_self_harm",2364,9.15071e+006
"icd_09","1980","65-74","female","black","intentional_self_harm",13,776085
"icd_09","1980","65-74","female","other","intentional_self_harm",5,96689
"icd_09","1980","65-74","female","white","intentional_self_harm",559,7.95133e+006
"icd_09","1980","65-74","male","black","intentional_self_harm",63,567030
"icd_09","1980","65-74","male","other","intentional_self_harm",10,93722
"icd_09","1980","65-74","male","white","intentional_self_harm",1980,6.09575e+006
"icd_09","1980","75-84","female","black","intentional_self_harm",5,360118
"icd_09","1980","75-84","female","other","intentional_self_harm",6,44842
"icd_09","1980","75-84","female","white","intentional_self_harm",254,4.45691e+006
"icd_09","1980","75-84","male","black","intentional_self_harm",24,227979
"icd_09","1980","75-84","male","other","intentional_self_harm",6,38420
"icd_09","1980","75-84","male","white","intentional_self_harm",1182,2.60049e+006
"icd_09","1980","85+","female","black","intentional_self_harm",0,106047
"icd_09","1980","85+","female","other","intentional_self_harm",2,12596
"icd_09","1980","85+","female","white","intentional_self_harm",83,1.4399e+006
"icd_09","1980","85+","male","black","intentional_self_harm",10,53010
"icd_09","1980","85+","male","other","intentional_self_harm",7,7751
"icd_09","1980","85+","male","white","intentional_self_harm",328,620764
"icd_09","1981","1","female","black","intentional_self_harm",0,278801
"icd_09","1981","1","female","other","intentional_self_harm",0,56903
"icd_09","1981","1","female","white","intentional_self_harm",0,1.43326e+006
"icd_09","1981","1","male","black","intentional_self_harm",0,286154
"icd_09","1981","1","male","other","intentional_self_harm",0,59701
"icd_09","1981","1","male","white","intentional_self_harm",0,1.51442e+006
"icd_09","1981","1-4","female","black","intentional_self_harm",0,993390
"icd_09","1981","1-4","female","other","intentional_self_harm",0,206761
"icd_09","1981","1-4","female","white","intentional_self_harm",0,5.29073e+006
"icd_09","1981","1-4","male","black","intentional_self_harm",0,1.01068e+006
"icd_09","1981","1-4","male","other","intentional_self_harm",0,211916
"icd_09","1981","1-4","male","white","intentional_self_harm",0,5.57179e+006
"icd_09","1981","5-9","female","black","intentional_self_harm",0,1.2063e+006
"icd_09","1981","5-9","female","other","intentional_self_harm",0,247540
"icd_09","1981","5-9","female","white","intentional_self_harm",0,6.39181e+006
"icd_09","1981","5-9","male","black","intentional_self_harm",1,1.22654e+006
"icd_09","1981","5-9","male","other","intentional_self_harm",0,255621
"icd_09","1981","5-9","male","white","intentional_self_harm",3,6.7323e+006
"icd_09","1981","10-14","female","black","intentional_self_harm",2,1.33427e+006
"icd_09","1981","10-14","female","other","intentional_self_harm",3,249120
"icd_09","1981","10-14","female","white","intentional_self_harm",43,7.36535e+006
"icd_09","1981","10-14","male","black","intentional_self_harm",4,1.35279e+006
"icd_09","1981","10-14","male","other","intentional_self_harm",1,261104
"icd_09","1981","10-14","male","white","intentional_self_harm",110,7.73776e+006
"icd_09","1981","15-19","female","black","intentional_self_harm",24,1.48502e+006
"icd_09","1981","15-19","female","other","intentional_self_harm",14,252034
"icd_09","1981","15-19","female","white","intentional_self_harm",319,8.35881e+006
"icd_09","1981","15-19","male","black","intentional_self_harm",81,1.48696e+006
"icd_09","1981","15-19","male","other","intentional_self_harm",44,272623
"icd_09","1981","15-19","male","white","intentional_self_harm",1288,8.6851e+006
"icd_09","1981","20-24","female","black","intentional_self_harm",47,1.46097e+006
"icd_09","1981","20-24","female","other","intentional_self_harm",19,273119
"icd_09","1981","20-24","female","white","intentional_self_harm",537,9.07086e+006
"icd_09","1981","20-24","male","black","intentional_self_harm",235,1.34147e+006
"icd_09","1981","20-24","male","other","intentional_self_harm",66,275394
"icd_09","1981","20-24","male","white","intentional_self_harm",2487,9.24103e+006
"icd_09","1981","25-34","female","black","intentional_self_harm",111,2.41247e+006
"icd_09","1981","25-34","female","other","intentional_self_harm",46,604805
"icd_09","1981","25-34","female","white","intentional_self_harm",1280,1.65651e+007
"icd_09","1981","25-34","male","black","intentional_self_harm",457,2.10507e+006
"icd_09","1981","25-34","male","other","intentional_self_harm",88,542020
"icd_09","1981","25-34","male","white","intentional_self_harm",4361,1.66711e+007
"icd_09","1981","35-44","female","black","intentional_self_harm",64,1.53019e+006
"icd_09","1981","35-44","female","other","intentional_self_harm",34,390178
"icd_09","1981","35-44","female","white","intentional_self_harm",1102,1.15225e+007
"icd_09","1981","35-44","male","black","intentional_self_harm",197,1.27415e+006
"icd_09","1981","35-44","male","other","intentional_self_harm",53,363915
"icd_09","1981","35-44","male","white","intentional_self_harm",2757,1.13134e+007
"icd_09","1981","45-54","female","black","intentional_self_harm",32,1.26105e+006
"icd_09","1981","45-54","female","other","intentional_self_harm",21,268433
"icd_09","1981","45-54","female","white","intentional_self_harm",1121,1.01237e+007
"icd_09","1981","45-54","male","black","intentional_self_harm",125,1.03072e+006
"icd_09","1981","45-54","male","other","intentional_self_harm",24,232708
"icd_09","1981","45-54","male","white","intentional_self_harm",2306,9.66288e+006
"icd_09","1981","55-64","female","black","intentional_self_harm",32,1.07686e+006
"icd_09","1981","55-64","female","other","intentional_self_harm",10,187838
"icd_09","1981","55-64","female","white","intentional_self_harm",982,1.0399e+007
"icd_09","1981","55-64","male","black","intentional_self_harm",108,863922
"icd_09","1981","55-64","male","other","intentional_self_harm",26,162408
"icd_09","1981","55-64","male","white","intentional_self_harm",2431,9.22375e+006
"icd_09","1981","65-74","female","black","intentional_self_harm",24,793300
"icd_09","1981","65-74","female","other","intentional_self_harm",4,110260
"icd_09","1981","65-74","female","white","intentional_self_harm",588,8.09709e+006
"icd_09","1981","65-74","male","black","intentional_self_harm",55,572173
"icd_09","1981","65-74","male","other","intentional_self_harm",16,101372
"icd_09","1981","65-74","male","white","intentional_self_harm",1887,6.21568e+006
"icd_09","1981","75-84","female","black","intentional_self_harm",4,376214
"icd_09","1981","75-84","female","other","intentional_self_harm",3,48856
"icd_09","1981","75-84","female","white","intentional_self_harm",254,4.59838e+006
"icd_09","1981","75-84","male","black","intentional_self_harm",43,234990
"icd_09","1981","75-84","male","other","intentional_self_harm",7,41975
"icd_09","1981","75-84","male","white","intentional_self_harm",1176,2.68134e+006
"icd_09","1981","85+","female","black","intentional_self_harm",2,112631
"icd_09","1981","85+","female","other","intentional_self_harm",4,13579
"icd_09","1981","85+","female","white","intentional_self_harm",57,1.52243e+006
"icd_09","1981","85+","male","black","intentional_self_harm",7,55547
"icd_09","1981","85+","male","other","intentional_self_harm",3,8270
"icd_09","1981","85+","male","white","intentional_self_harm",344,636715
"icd_09","1982","1","female","black","intentional_self_harm",0,279690
"icd_09","1982","1","female","other","intentional_self_harm",0,61931
"icd_09","1982","1","female","white","intentional_self_harm",0,1.45324e+006
"icd_09","1982","1","male","black","intentional_self_harm",0,288816
"icd_09","1982","1","male","other","intentional_self_harm",0,65283
"icd_09","1982","1","male","white","intentional_self_harm",0,1.53158e+006
"icd_09","1982","1-4","female","black","intentional_self_harm",0,1.01384e+006
"icd_09","1982","1-4","female","other","intentional_self_harm",0,225768
"icd_09","1982","1-4","female","white","intentional_self_harm",0,5.39893e+006
"icd_09","1982","1-4","male","black","intentional_self_harm",0,1.0315e+006
"icd_09","1982","1-4","male","other","intentional_self_harm",0,230922
"icd_09","1982","1-4","male","white","intentional_self_harm",0,5.68329e+006
"icd_09","1982","5-9","female","black","intentional_self_harm",0,1.20059e+006
"icd_09","1982","5-9","female","other","intentional_self_harm",0,257411
"icd_09","1982","5-9","female","white","intentional_self_harm",1,6.33321e+006
"icd_09","1982","5-9","male","black","intentional_self_harm",0,1.22299e+006
"icd_09","1982","5-9","male","other","intentional_self_harm",0,266298
"icd_09","1982","5-9","male","white","intentional_self_harm",1,6.67746e+006
"icd_09","1982","10-14","female","black","intentional_self_harm",2,1.33126e+006
"icd_09","1982","10-14","female","other","intentional_self_harm",1,268918
"icd_09","1982","10-14","female","white","intentional_self_harm",36,7.26706e+006
"icd_09","1982","10-14","male","black","intentional_self_harm",20,1.35257e+006
"icd_09","1982","10-14","male","other","intentional_self_harm",6,282081
"icd_09","1982","10-14","male","white","intentional_self_harm",133,7.64269e+006
"icd_09","1982","15-19","female","black","intentional_self_harm",22,1.4577e+006
"icd_09","1982","15-19","female","other","intentional_self_harm",10,264175
"icd_09","1982","15-19","female","white","intentional_self_harm",276,8.08666e+006
"icd_09","1982","15-19","male","black","intentional_self_harm",91,1.46094e+006
"icd_09","1982","15-19","male","other","intentional_self_harm",34,287475
"icd_09","1982","15-19","male","white","intentional_self_harm",1297,8.40474e+006
"icd_09","1982","20-24","female","black","intentional_self_harm",44,1.46898e+006
"icd_09","1982","20-24","female","other","intentional_self_harm",25,289368
"icd_09","1982","20-24","female","white","intentional_self_harm",487,9.04641e+006
"icd_09","1982","20-24","male","black","intentional_self_harm",226,1.3549e+006
"icd_09","1982","20-24","male","other","intentional_self_harm",73,295075
"icd_09","1982","20-24","male","white","intentional_self_harm",2440,9.22741e+006
"icd_09","1982","25-34","female","black","intentional_self_harm",93,2.49783e+006
"icd_09","1982","25-34","female","other","intentional_self_harm",35,647907
"icd_09","1982","25-34","female","white","intentional_self_harm",1249,1.66765e+007
"icd_09","1982","25-34","male","black","intentional_self_harm",447,2.18564e+006
"icd_09","1982","25-34","male","other","intentional_self_harm",110,585742
"icd_09","1982","25-34","male","white","intentional_self_harm",4382,1.68237e+007
"icd_09","1982","35-44","female","black","intentional_self_harm",65,1.60058e+006
"icd_09","1982","35-44","female","other","intentional_self_harm",16,432572
"icd_09","1982","35-44","female","white","intentional_self_harm",1127,1.22311e+007
"icd_09","1982","35-44","male","black","intentional_self_harm",209,1.33669e+006
"icd_09","1982","35-44","male","other","intentional_self_harm",43,398626
"icd_09","1982","35-44","male","white","intentional_self_harm",2855,1.20307e+007
"icd_09","1982","45-54","female","black","intentional_self_harm",39,1.26449e+006
"icd_09","1982","45-54","female","other","intentional_self_harm",13,283796
"icd_09","1982","45-54","female","white","intentional_self_harm",1044,1.00083e+007
"icd_09","1982","45-54","male","black","intentional_self_harm",120,1.03529e+006
"icd_09","1982","45-54","male","other","intentional_self_harm",28,250653
"icd_09","1982","45-54","male","white","intentional_self_harm",2466,9.58279e+006
"icd_09","1982","55-64","female","black","intentional_self_harm",24,1.09037e+006
"icd_09","1982","55-64","female","other","intentional_self_harm",16,204597
"icd_09","1982","55-64","female","white","intentional_self_harm",993,1.04274e+007
"icd_09","1982","55-64","male","black","intentional_self_harm",104,871520
"icd_09","1982","55-64","male","other","intentional_self_harm",11,174338
"icd_09","1982","55-64","male","white","intentional_self_harm",2593,9.26171e+006
"icd_09","1982","65-74","female","black","intentional_self_harm",17,805162
"icd_09","1982","65-74","female","other","intentional_self_harm",4,121066
"icd_09","1982","65-74","female","white","intentional_self_harm",609,8.21892e+006
"icd_09","1982","65-74","male","black","intentional_self_harm",69,575871
"icd_09","1982","65-74","male","other","intentional_self_harm",17,107250
"icd_09","1982","65-74","male","white","intentional_self_harm",2096,6.31963e+006
"icd_09","1982","75-84","female","black","intentional_self_harm",5,389855
"icd_09","1982","75-84","female","other","intentional_self_harm",6,52169
"icd_09","1982","75-84","female","white","intentional_self_harm",290,4.72225e+006
"icd_09","1982","75-84","male","black","intentional_self_harm",30,240902
"icd_09","1982","75-84","male","other","intentional_self_harm",11,44874
"icd_09","1982","75-84","male","white","intentional_self_harm",1336,2.75282e+006
"icd_09","1982","85+","female","black","intentional_self_harm",1,118263
"icd_09","1982","85+","female","other","intentional_self_harm",3,14383
"icd_09","1982","85+","female","white","intentional_self_harm",62,1.58745e+006
"icd_09","1982","85+","male","black","intentional_self_harm",9,57732
"icd_09","1982","85+","male","other","intentional_self_harm",0,8949
"icd_09","1982","85+","male","white","intentional_self_harm",354,649933
"icd_09","1983","1","female","black","intentional_self_harm",0,277509
"icd_09","1983","1","female","other","intentional_self_harm",0,63221
"icd_09","1983","1","female","white","intentional_self_harm",0,1.43265e+006
"icd_09","1983","1","male","black","intentional_self_harm",0,285115
"icd_09","1983","1","male","other","intentional_self_harm",0,66620
"icd_09","1983","1","male","white","intentional_self_harm",0,1.51382e+006
"icd_09","1983","1-4","female","black","intentional_self_harm",0,1.0366e+006
"icd_09","1983","1-4","female","other","intentional_self_harm",0,243861
"icd_09","1983","1-4","female","white","intentional_self_harm",0,5.51161e+006
"icd_09","1983","1-4","male","black","intentional_self_harm",0,1.05515e+006
"icd_09","1983","1-4","male","other","intentional_self_harm",0,249495
"icd_09","1983","1-4","male","white","intentional_self_harm",0,5.80099e+006
"icd_09","1983","5-9","female","black","intentional_self_harm",0,1.20406e+006
"icd_09","1983","5-9","female","other","intentional_self_harm",0,267681
"icd_09","1983","5-9","female","white","intentional_self_harm",3,6.36344e+006
"icd_09","1983","5-9","male","black","intentional_self_harm",0,1.22801e+006
"icd_09","1983","5-9","male","other","intentional_self_harm",1,276240
"icd_09","1983","5-9","male","white","intentional_self_harm",6,6.71382e+006
"icd_09","1983","10-14","female","black","intentional_self_harm",15,1.32241e+006
"icd_09","1983","10-14","female","other","intentional_self_harm",3,284570
"icd_09","1983","10-14","female","white","intentional_self_harm",32,7.12293e+006
"icd_09","1983","10-14","male","black","intentional_self_harm",12,1.34575e+006
"icd_09","1983","10-14","male","other","intentional_self_harm",4,298347
"icd_09","1983","10-14","male","white","intentional_self_harm",129,7.49452e+006
"icd_09","1983","15-19","female","black","intentional_self_harm",25,1.42694e+006
"icd_09","1983","15-19","female","other","intentional_self_harm",10,273135
"icd_09","1983","15-19","female","white","intentional_self_harm",272,7.81483e+006
"icd_09","1983","15-19","male","black","intentional_self_harm",94,1.43231e+006
"icd_09","1983","15-19","male","other","intentional_self_harm",57,297221
"icd_09","1983","15-19","male","white","intentional_self_harm",1219,8.14353e+006
"icd_09","1983","20-24","female","black","intentional_self_harm",53,1.477e+006
"icd_09","1983","20-24","female","other","intentional_self_harm",15,303812
"icd_09","1983","20-24","female","white","intentional_self_harm",489,8.98129e+006
"icd_09","1983","20-24","male","black","intentional_self_harm",227,1.36963e+006
"icd_09","1983","20-24","male","other","intentional_self_harm",73,314377
"icd_09","1983","20-24","male","white","intentional_self_harm",2311,9.18617e+006
"icd_09","1983","25-34","female","black","intentional_self_harm",74,2.5758e+006
"icd_09","1983","25-34","female","other","intentional_self_harm",32,684723
"icd_09","1983","25-34","female","white","intentional_self_harm",1215,1.69361e+007
"icd_09","1983","25-34","male","black","intentional_self_harm",431,2.25966e+006
"icd_09","1983","25-34","male","other","intentional_self_harm",103,624760
"icd_09","1983","25-34","male","white","intentional_self_harm",4483,1.71267e+007
"icd_09","1983","35-44","female","black","intentional_self_harm",58,1.66746e+006
"icd_09","1983","35-44","female","other","intentional_self_harm",30,475825
"icd_09","1983","35-44","female","white","intentional_self_harm",1049,1.2742e+007
"icd_09","1983","35-44","male","black","intentional_self_harm",195,1.39741e+006
"icd_09","1983","35-44","male","other","intentional_self_harm",48,433682
"icd_09","1983","35-44","male","white","intentional_self_harm",2926,1.2551e+007
"icd_09","1983","45-54","female","black","intentional_self_harm",39,1.27341e+006
"icd_09","1983","45-54","female","other","intentional_self_harm",17,299383
"icd_09","1983","45-54","female","white","intentional_self_harm",983,9.93426e+006
"icd_09","1983","45-54","male","black","intentional_self_harm",127,1.0451e+006
"icd_09","1983","45-54","male","other","intentional_self_harm",30,269007
"icd_09","1983","45-54","male","white","intentional_self_harm",2433,9.53432e+006
"icd_09","1983","55-64","female","black","intentional_self_harm",19,1.10295e+006
"icd_09","1983","55-64","female","other","intentional_self_harm",22,220305
"icd_09","1983","55-64","female","white","intentional_self_harm",948,1.0436e+007
"icd_09","1983","55-64","male","black","intentional_self_harm",106,878687
"icd_09","1983","55-64","male","other","intentional_self_harm",19,184969
"icd_09","1983","55-64","male","white","intentional_self_harm",2559,9.28897e+006
"icd_09","1983","65-74","female","black","intentional_self_harm",11,815375
"icd_09","1983","65-74","female","other","intentional_self_harm",7,130374
"icd_09","1983","65-74","female","white","intentional_self_harm",659,8.34157e+006
"icd_09","1983","65-74","male","black","intentional_self_harm",81,579219
"icd_09","1983","65-74","male","other","intentional_self_harm",13,112353
"icd_09","1983","65-74","male","white","intentional_self_harm",2153,6.43454e+006
"icd_09","1983","75-84","female","black","intentional_self_harm",5,403645
"icd_09","1983","75-84","female","other","intentional_self_harm",11,55348
"icd_09","1983","75-84","female","white","intentional_self_harm",320,4.84887e+006
"icd_09","1983","75-84","male","black","intentional_self_harm",39,246537
"icd_09","1983","75-84","male","other","intentional_self_harm",13,47817
"icd_09","1983","75-84","male","white","intentional_self_harm",1483,2.82658e+006
"icd_09","1983","85+","female","black","intentional_self_harm",3,123777
"icd_09","1983","85+","female","other","intentional_self_harm",0,15181
"icd_09","1983","85+","female","white","intentional_self_harm",89,1.64715e+006
"icd_09","1983","85+","male","black","intentional_self_harm",8,59885
"icd_09","1983","85+","male","other","intentional_self_harm",5,9689
"icd_09","1983","85+","male","white","intentional_self_harm",384,662753
"icd_09","1984","1","female","black","intentional_self_harm",0,279807
"icd_09","1984","1","female","other","intentional_self_harm",0,65490
"icd_09","1984","1","female","white","intentional_self_harm",0,1.44435e+006
"icd_09","1984","1","male","black","intentional_self_harm",0,288331
"icd_09","1984","1","male","other","intentional_self_harm",0,68413
"icd_09","1984","1","male","white","intentional_self_harm",0,1.52275e+006
"icd_09","1984","1-4","female","black","intentional_self_harm",0,1.04693e+006
"icd_09","1984","1-4","female","other","intentional_self_harm",0,261620
"icd_09","1984","1-4","female","white","intentional_self_harm",0,5.59174e+006
"icd_09","1984","1-4","male","black","intentional_self_harm",0,1.06769e+006
"icd_09","1984","1-4","male","other","intentional_self_harm",0,267331
"icd_09","1984","1-4","male","white","intentional_self_harm",0,5.8877e+006
"icd_09","1984","5-9","female","black","intentional_self_harm",0,1.23028e+006
"icd_09","1984","5-9","female","other","intentional_self_harm",0,282050
"icd_09","1984","5-9","female","white","intentional_self_harm",1,6.46234e+006
"icd_09","1984","5-9","male","black","intentional_self_harm",0,1.25434e+006
"icd_09","1984","5-9","male","other","intentional_self_harm",0,291468
"icd_09","1984","5-9","male","white","intentional_self_harm",6,6.81745e+006
"icd_09","1984","10-14","female","black","intentional_self_harm",5,1.30146e+006
"icd_09","1984","10-14","female","other","intentional_self_harm",4,298228
"icd_09","1984","10-14","female","white","intentional_self_harm",45,6.92045e+006
"icd_09","1984","10-14","male","black","intentional_self_harm",14,1.32804e+006
"icd_09","1984","10-14","male","other","intentional_self_harm",5,312127
"icd_09","1984","10-14","male","white","intentional_self_harm",152,7.28998e+006
"icd_09","1984","15-19","female","black","intentional_self_harm",24,1.39796e+006
"icd_09","1984","15-19","female","other","intentional_self_harm",15,286347
